domain_name,logo_link,favico
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73fed2e22a12_Weave%20logo.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e730982e2284c_logo-slack.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e735cc9e22837_logo-salesforce.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73682de22838_logo-marketo.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73e23ee22845_logo-hubspot.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e7310e3e2283d_logo-zendesk.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e732d0de22840_logo-jira.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e7311fde2282d_logo-azure.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73497ae2289e_logo-dynamics.png,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73a63de2284f_logo-zapier.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73c2fde2282a_logo-fivetran.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e731bbee2282e_logo-stitch.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73cf95e2282f_logo-redshift.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e731870e22836_logo-procore2.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e731f27e2288e_Microsoft-logo.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.uservoice.com,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e732fe3e2288d_Dentrix-logo.svg,https://assets-global.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e73680be22899_favicon-32x32.png
https://www.atmail.com,https://www.atmail.com/wp-content/uploads/2021/04/logoalt_1.svg,
https://www.atmail.com,https://www.atmail.com/wp-content/uploads/2021/04/Singtel_logo.png,
https://www.atmail.com,https://www.atmail.com/wp-content/uploads/2021/04/mtel-bosnia-herzegovina-logo.png,
https://www.atmail.com,https://www.atmail.com/wp-content/uploads/2021/04/Trustpower-logo.png,
https://www.atmail.com,https://www.atmail.com/wp-content/uploads/2021/04/FTClogo.png,
https://www.atmail.com,https://www.atmail.com/wp-content/uploads/2021/04/atmail_logo_by_CIO_Review.svg,
https://www.vocalcom.com,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/icon/logo.svg,"https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/apple-touch-icon.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-32x32.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-16x16.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/site.webmanifest,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/safari-pinned-tab.svg"
https://www.vocalcom.com,https://www.vocalcom.com/wp-content/uploads/2020/10/logo-vocalcom.svg,"https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/apple-touch-icon.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-32x32.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-16x16.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/site.webmanifest,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/safari-pinned-tab.svg"
https://www.vocalcom.com,https://www.vocalcom.com/wp-content/uploads/2020/09/1800709_logo_1536131977_n-150x0-c-default.png,"https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/apple-touch-icon.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-32x32.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-16x16.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/site.webmanifest,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/safari-pinned-tab.svg"
https://www.vocalcom.com,https://www.vocalcom.com/wp-content/uploads/2020/09/logo-glo-150x0-c-default.png,"https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/apple-touch-icon.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-32x32.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-16x16.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/site.webmanifest,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/safari-pinned-tab.svg"
https://www.vocalcom.com,https://www.vocalcom.com/wp-content/uploads/2020/09/1200px-Sage-logo.svg-150x0-c-default.png,"https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/apple-touch-icon.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-32x32.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/favicon-16x16.png,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/site.webmanifest,https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/favicon/safari-pinned-tab.svg"
https://www.ocn.ne.jp,https://www.xgoo.jp/top2018/public/ocn_assets/pc/img/logo_nttcommunications_001.png,
https://ducttapemarketing.com/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20216%2078'%3E%3C/svg%3E",
https://ducttapemarketing.com/,https://149350408.v2.pressablecdn.com/wp-content/uploads/2020/01/denver-logo.png,
https://ducttapemarketing.com/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20225%2077'%3E%3C/svg%3E",
https://ducttapemarketing.com/,https://149350408.v2.pressablecdn.com/wp-content/uploads/2020/01/adoption-beyond-transparent-logo.sm_.png,
https://ducttapemarketing.com/,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20216%2045'%3E%3C/svg%3E",
https://ducttapemarketing.com/,https://149350408.v2.pressablecdn.com/wp-content/uploads/2020/01/kcwaterproofing-logo.png,
https://www.goto.com/training,/-/media/images/shared/logos/goto-logos/gototraining_desktop_white.svg?la=en&hash=42A2D917DD6CA119B1E393EF31F8DFF3,/-/media/images/shared/logos/goto-logos/favicon.png
https://mail.ru/,//limg.imgsmail.ru/splash/v/i/logo_2018-fp-2c405036fe.png,//limg.imgsmail.ru/splash/v/i/favicon-fp-5297110e39.ico
https://mail.ru/,//limg.imgsmail.ru/splash/v/i/logo_2018_wide@2x-fp-1413002770.png,//limg.imgsmail.ru/splash/v/i/favicon-fp-5297110e39.ico
https://www.webspawner.com,https://www.webspawner.com/images/public/wsp/logo-webspawner.png,https://whc.ca/favicon.ico
https://www.webspawner.com,https://whc.ca/wp-content/themes/whc/css-modules/images/logo_en-normal.svg,https://whc.ca/favicon.ico
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/logo_saisonfactory.png,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/logo_krispykreme.png,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/logo_ibonoito.jpg,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_ecnomikata.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_eczine.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_nissyoku.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_netkeizai.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_tsuhannews.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_netshop-tf.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_tsuhanshimbun.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_ecclab.png?20210511,img/common/favicon.ico?20200318
https://shop-pro.jp/,https://static-www.shop-pro.jp/img/top/media-logo_ascii.png?20210511,img/common/favicon.ico?20200318
https://www.padandquill.com,https://www.padandquill.com/pub/media/logo/stores/1/logo.png,"https://www.padandquill.com/pub/media/favicon/stores/1/favicon.png,https://www.padandquill.com/pub/media/favicon/stores/1/favicon.png"
